id_transacao,id_origem,id_destino,valor,data_transacao,canal,tipo_conta_origem,tipo_conta_destino,instituicao_origem,instituicao_destino,localizacao_origem,localizacao_destino,dispositivo_origem,ip_origem,fingerprint,fraude
T002318,C01133,C01403,328.77,2025-02-05 18:07:00,DOC,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco A,Melo,Martins,mobile,41.67.201.91,b106345ae9d2,0
T002319,C00615,C00737,163.88,2025-03-15 15:13:00,TED,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco Digital X,Oliveira do Galho,Gonçalves de Viana,caixa_eletronico,254.218.109.173,44b5e49a79b9,0
T002320,C01340,C01154,120.14,2025-01-21 22:36:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco C,Fogaça do Galho,da Cunha dos Dourados,mobile,22.152.156.32,0d072a7b1be5,0
T002321,C00140,C00649,244.78,2025-01-13 03:36:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco A,Wallet Y,Moraes,Rodrigues,caixa_eletronico,158.108.28.215,91ec25ebc300,0
T002322,FRAUD107,FRAUD105,783.78,2025-03-01 06:03:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Castro de Cunha,Castro de Cunha,mobile,192.168.1.22,428fa13c923d,1
T002323,C00597,C00387,657.16,2025-01-06 17:30:00,PIX,Pessoa Física,Pessoa Jurídica,Banco Digital X,Wallet Y,da Mata de Castro,da Rosa Grande,web,177.167.248.227,97ddf6233298,0
T002324,C00455,C00157,127.72,2025-02-09 08:48:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco C,Banco C,Rezende Alegre,da Cruz,caixa_eletronico,253.27.105.197,dcfe1f6d74f5,0
T002325,C01350,C01411,99.52,2025-02-02 06:10:00,PIX,Pessoa Física,Pessoa Física,Wallet Y,Banco Digital X,da Paz do Campo,Silveira,web,89.175.54.117,ead304e09cd0,0
T002326,C00760,C01341,126.17,2025-03-17 12:40:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco Digital X,Wallet Y,Fernandes,Aragão,web,18.48.218.184,29a4e396f9fb,0
T002327,C01148,C00049,289.54,2025-03-16 02:42:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco Digital X,Ribeiro,Vieira,caixa_eletronico,220.101.106.176,5acd65c50dc6,0
T002328,C00526,C00362,22.16,2025-03-04 13:57:00,PIX,Pessoa Jurídica,Pessoa Física,Banco C,Banco Digital X,Teixeira do Norte,das Neves,caixa_eletronico,201.40.4.228,f5c68e3a09b4,0
T002329,C00611,C01445,858.18,2025-02-08 16:33:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco A,Wallet Y,Araújo Alegre,Rezende,caixa_eletronico,99.44.96.196,bd3decd7fea0,0
T002330,C00916,C00299,103.03,2025-01-01 03:21:00,TED,Pessoa Física,Pessoa Física,Wallet Y,Banco Digital X,Rezende de Pires,Castro,caixa_eletronico,245.249.1.225,4ee83b77c52b,0
T002331,C00177,C00763,633.1,2025-01-02 22:51:00,TED,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco C,Farias,Nunes das Pedras,caixa_eletronico,201.97.99.142,b6ec93385aa1,0
T002332,C00152,C00203,101.66,2025-01-18 20:31:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco B,Banco Digital X,Nunes,Mendes,mobile,143.119.234.56,12a11481487f,0
T002333,C01359,C00957,294.7,2025-02-25 19:53:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco Digital X,Wallet Y,Porto,Caldeira das Pedras,caixa_eletronico,162.189.179.43,f67e3aa70696,0
T002334,C00989,C00444,152.85,2025-03-03 01:41:00,PIX,Pessoa Física,Pessoa Jurídica,Banco B,Banco A,Fernandes,Cunha do Galho,web,115.93.255.106,a6ee42e9f45c,0
T002335,C00442,C00475,219.81,2025-01-28 08:31:00,PIX,Pessoa Física,Pessoa Física,Banco C,Banco B,Sales do Oeste,Alves de Rezende,caixa_eletronico,232.240.11.123,45cfddfaafbb,0
T002336,C00983,C01159,403.03,2025-03-10 19:33:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco C,Monteiro de Aragão,Freitas da Serra,mobile,251.42.243.12,d5e35adbaf04,0
T002337,C00937,C01214,1393.55,2025-03-18 23:27:00,PIX,Pessoa Física,Pessoa Jurídica,Banco C,Banco B,Teixeira de Barbosa,Pereira,mobile,228.245.89.140,40df04aff9d9,0
T002338,C00318,C00668,307.25,2025-01-06 19:21:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco B,Santos,Azevedo,caixa_eletronico,79.227.234.181,d4c8907bd78d,0
T002339,C00327,C00532,376.04,2025-03-05 04:14:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Wallet Y,Wallet Y,da Rocha,da Cunha Alegre,web,58.36.125.236,3fec905914c0,0
T002340,C00367,C00067,11.75,2025-02-15 01:55:00,PIX,Pessoa Jurídica,Pessoa Física,Banco A,Banco A,Moura,Jesus,web,127.86.84.73,b4b1d5212c5b,0
T002341,C01265,C01076,165.18,2025-03-28 13:01:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Wallet Y,Banco Digital X,Moreira de Teixeira,da Cruz Paulista,caixa_eletronico,115.154.184.80,70746e1a1a21,0
T002342,C00721,C00124,143.94,2025-01-09 16:13:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco Digital X,Rodrigues,Freitas,web,18.112.38.214,44e96e66d57a,0
T002343,C00966,C01157,72.73,2025-01-04 08:58:00,TED,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco A,Fogaça de Goiás,Costa,mobile,255.40.204.12,612ff205814f,0
T002344,C00236,C00632,184.05,2025-03-13 10:35:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco A,Costela,Barros de Minas,caixa_eletronico,149.198.94.189,ff8a97f5484e,0
T002345,C00342,C01276,1501.2,2025-02-08 14:37:00,DOC,Pessoa Física,Pessoa Jurídica,Banco B,Banco B,Santos Grande,Cardoso Verde,mobile,133.101.65.156,e99821a78b32,0
T002346,C00339,C00856,284.86,2025-01-15 17:56:00,PIX,Pessoa Física,Pessoa Física,Banco A,Wallet Y,Novaes,Duarte,mobile,223.95.9.44,0bf06e3036c7,0
T002347,C00760,C00150,35.59,2025-03-20 12:28:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco C,Wallet Y,Farias,Cardoso da Praia,web,141.110.77.47,29a4e396f9fb,0
T002348,FRAUD119,FRAUD116,768.16,2025-01-21 06:33:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Oliveira Alegre,Oliveira Alegre,web,192.168.1.24,f1e67a05d9cf,1
T002349,C00895,C00930,69.01,2025-02-27 22:47:00,BOLETO,Pessoa Física,Pessoa Jurídica,Wallet Y,Wallet Y,da Cruz Alegre,Rezende de Ribeiro,caixa_eletronico,170.184.90.241,c580dfc9b6fd,0
T002350,C01082,C00868,22.58,2025-01-29 00:09:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco A,Ferreira Paulista,Moraes,web,40.64.166.116,f8aa95a0c0fe,0
T002351,C01385,C00047,164.08,2025-02-06 10:42:00,PIX,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco Digital X,Lima dos Dourados,Cunha do Oeste,mobile,244.34.174.55,77b488e1afa8,0
T002352,C01453,C00589,19.51,2025-03-03 23:47:00,TED,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco B,Campos da Serra,Moraes,mobile,227.74.143.12,47ccc7b01c65,0
T002353,C00899,C00028,101.24,2025-01-27 09:09:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Wallet Y,Pereira do Amparo,Ramos Grande,mobile,214.202.237.158,27dc2c873684,0
T002354,C00158,C00460,155.8,2025-02-21 11:08:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco A,Azevedo das Pedras,Costa,caixa_eletronico,130.225.162.137,306f0edc791d,0
T002355,C01451,C00823,119.06,2025-01-26 10:12:00,DOC,Pessoa Física,Pessoa Jurídica,Banco B,Banco B,da Mata do Amparo,da Conceição de Goiás,mobile,35.96.3.141,89a9c651f7e3,0
T002356,C01345,C00379,15.98,2025-01-02 22:45:00,PIX,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco A,Castro,Dias,mobile,155.254.146.107,3bd959aef80a,0
T002357,C00142,C00448,22.46,2025-03-17 06:03:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco B,Banco B,Fernandes de Goiás,Nogueira,web,194.221.50.179,50dfad78b3a5,0
T002358,C00820,C01008,1151.82,2025-01-07 17:50:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco B,Wallet Y,Nogueira Paulista,Vieira,web,31.127.60.213,1664a3d06bc0,0
T002359,C00503,C00418,1097.44,2025-01-24 23:32:00,BOLETO,Pessoa Física,Pessoa Física,Wallet Y,Wallet Y,Fernandes das Pedras,Duarte,web,144.253.96.229,ce8ff559badb,0
T002360,C01268,C00439,115.21,2025-03-16 09:56:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco B,Banco Digital X,Nascimento do Norte,Moura,web,227.162.23.8,72c6dcf44441,0
T002361,C00492,C00905,198.15,2025-01-23 18:54:00,TED,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco A,Costela Paulista,da Cunha,mobile,65.38.134.98,14ae9e824d7a,0
T002362,C00191,C00052,205.46,2025-02-09 19:33:00,PIX,Pessoa Física,Pessoa Física,Wallet Y,Wallet Y,Peixoto,Jesus Alegre,mobile,156.195.12.66,4f8006641a52,0
T002363,FRAUD110,FRAUD114,1041.48,2025-03-02 19:08:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Rodrigues,Rodrigues,mobile,192.168.1.23,7753b07c4fb0,1
T002364,C01357,C00468,159.96,2025-01-26 01:54:00,DOC,Pessoa Física,Pessoa Física,Wallet Y,Banco A,Vieira,Costa,web,56.94.195.219,16ad629a62a1,0
T002365,C00127,C01320,181.93,2025-02-08 17:21:00,DOC,Pessoa Física,Pessoa Física,Banco A,Banco Digital X,Dias das Flores,Ribeiro,caixa_eletronico,76.204.28.114,c8c843b2ed05,0
T002366,C00542,C00068,565.37,2025-03-14 03:19:00,DOC,Pessoa Física,Pessoa Jurídica,Banco A,Banco C,Moura,Novaes de Minas,caixa_eletronico,134.135.209.106,7e7f81144ce1,0
T002367,C01050,C01335,206.11,2025-01-05 20:40:00,BOLETO,Pessoa Física,Pessoa Física,Wallet Y,Banco A,Lopes das Flores,Moraes,web,240.110.253.196,d705a0478197,0
T002368,C01274,C00462,197.81,2025-03-18 03:34:00,PIX,Pessoa Física,Pessoa Física,Banco A,Banco A,Lima da Praia,Martins do Norte,web,193.235.55.220,a1c9d7d624ab,0
T002369,C00725,C01430,126.94,2025-03-17 10:55:00,PIX,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco C,da Mota,da Luz,mobile,78.228.254.46,8662f944ee2b,0
T002370,C01081,C00587,589.95,2025-01-26 15:25:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco B,da Mata das Pedras,das Neves Alegre,mobile,207.50.100.101,6fd11552ec79,0
T002371,C00257,C00775,759.02,2025-03-08 14:02:00,PIX,Pessoa Física,Pessoa Jurídica,Banco A,Banco C,Mendes,Barbosa de Minas,caixa_eletronico,122.146.67.96,ae36885974fd,0
T002372,C00157,C00719,422.65,2025-03-16 14:55:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco B,Freitas da Praia,Cardoso,caixa_eletronico,245.200.26.243,41267021aaef,0
T002373,C00546,C00856,639.49,2025-01-12 02:51:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco B,Costa do Oeste,Ramos,web,84.126.10.170,43523354304f,0
T002374,C00595,C00085,18.25,2025-02-10 06:42:00,TED,Pessoa Jurídica,Pessoa Física,Banco A,Wallet Y,Cardoso Alegre,Barbosa,caixa_eletronico,126.42.143.101,bf4154e2c067,0
T002375,C00386,C01483,621.14,2025-03-22 10:55:00,BOLETO,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco B,Duarte de da Conceição,Souza,web,186.145.128.46,7c41c4e3e63a,0
T002376,C00215,C00072,637.49,2025-03-05 09:44:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco A,Banco Digital X,Souza,Ribeiro,mobile,95.195.200.241,88d921e58cd3,0
T002377,C00575,C01454,248.66,2025-01-26 15:05:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco A,Banco C,da Paz,Gomes,mobile,70.229.0.22,3ac6a40efcf6,0
T002378,C00869,C00000,185.01,2025-02-06 15:50:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco B,Azevedo de Goiás,Jesus,web,184.182.235.104,b77b73e10adc,0
T002379,C01475,C00009,100.15,2025-01-02 10:36:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco A,Banco C,da Paz Paulista,das Neves de Minas,web,89.148.114.134,08a235326efb,0
T002380,C00691,C01383,129.39,2025-01-27 22:56:00,PIX,Pessoa Jurídica,Pessoa Física,Banco C,Banco C,Rodrigues da Prata,Cunha,web,14.228.166.152,9fbdedf22014,0
T002381,C00604,C00608,153.95,2025-02-06 19:28:00,DOC,Pessoa Jurídica,Pessoa Física,Banco B,Banco B,Freitas das Pedras,Gomes dos Dourados,web,164.231.32.247,b9a448c92083,0
T002382,C00358,C01035,48.3,2025-01-03 01:25:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco C,Banco B,Araújo,Costela de Minas,caixa_eletronico,182.6.175.188,50437ad651b2,0
T002383,C01150,C00799,284.57,2025-02-18 03:28:00,TED,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco Digital X,Santos,Costa,caixa_eletronico,15.4.239.196,4b6978f1bb7e,0
T002384,C01414,C00334,304.62,2025-01-06 11:09:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco Digital X,Fernandes dos Dourados,Caldeira das Flores,caixa_eletronico,95.133.184.184,5e636a72c588,0
T002385,C01152,C00020,278.71,2025-02-07 07:48:00,BOLETO,Pessoa Física,Pessoa Física,Banco A,Wallet Y,da Paz de Nunes,Pinto da Mata,caixa_eletronico,123.149.149.88,7ecb83a01524,0
T002386,C00254,C01257,205.04,2025-01-13 06:24:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,Lopes,Almeida do Amparo,mobile,188.195.22.179,930f90034c32,0
T002387,C00087,C00727,10.4,2025-03-29 15:15:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco A,Porto do Galho,da Cruz do Norte,mobile,101.107.178.199,ffeda9f4cdf2,0
T002388,C01463,C00450,38.69,2025-02-22 04:48:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco Digital X,Almeida,Ramos Alegre,mobile,254.14.129.92,7c55b06b92b4,0
T002389,C00012,C00356,176.65,2025-03-05 14:34:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco A,Caldeira da Mata,Ribeiro,web,80.37.214.43,6e1d4b4fd01a,0
T002390,C01498,C00378,78.87,2025-02-25 11:20:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Banco C,da Mata,Santos,web,188.219.79.164,055a946f0b1b,0
T002391,C00781,C00740,110.52,2025-03-16 19:02:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Wallet Y,Novaes da Serra,da Luz de Minas,caixa_eletronico,224.11.215.78,65f6d634ab22,0
T002392,C01041,C00228,83.53,2025-01-28 06:25:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco B,Wallet Y,Duarte,Peixoto,caixa_eletronico,85.16.54.46,f5960bf22928,0
T002393,C00027,C01403,30.73,2025-02-26 08:52:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco C,Banco C,Farias Grande,Melo,mobile,29.159.84.233,e3a266eb4ed4,0
T002394,FRAUD096,FRAUD097,1028.47,2025-03-16 19:25:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,da Conceição do Amparo,da Conceição do Amparo,mobile,192.168.1.20,d2efc5601dd0,1
T002395,C00678,C00989,82.05,2025-01-16 00:43:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco C,Banco A,Gomes da Mata,Silva,caixa_eletronico,68.214.160.36,d7c10e181f50,0
T002396,C00830,C01287,171.89,2025-02-11 23:45:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Wallet Y,da Luz,Almeida da Prata,mobile,105.51.22.237,bc98c7ad2ac3,0
T002397,C01123,C00962,562.93,2025-02-10 08:09:00,DOC,Pessoa Física,Pessoa Física,Banco B,Banco Digital X,Dias,da Mota,web,204.243.230.7,92c65a1ad947,0
T002398,C00820,C00328,314.86,2025-01-07 03:54:00,PIX,Pessoa Jurídica,Pessoa Física,Banco A,Banco Digital X,Aragão,Ramos,caixa_eletronico,40.6.214.215,1664a3d06bc0,0
T002399,C00244,C00155,276.0,2025-01-28 08:52:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco A,Farias de Silveira,Martins,mobile,159.123.30.234,02129311904c,0
T002400,C00010,C00326,724.83,2025-03-24 03:46:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,da Luz,Carvalho das Flores,caixa_eletronico,142.211.84.120,a01e4d8e9245,0
T002401,C01472,C01418,589.62,2025-02-16 03:41:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco C,Banco B,Barros da Mata,Almeida,caixa_eletronico,125.27.117.236,affa8073417c,0
T002402,C00659,C00824,64.77,2025-01-15 03:06:00,DOC,Pessoa Jurídica,Pessoa Física,Wallet Y,Wallet Y,Ferreira de Minas,Barbosa da Mata,mobile,101.242.84.181,dd81373875b2,0
T002403,C00693,C01441,89.26,2025-01-16 22:46:00,DOC,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco B,Duarte,Ferreira,mobile,51.212.60.209,459e9688115c,0
T002404,C00144,C00258,18.64,2025-01-21 15:42:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,da Mota da Serra,Caldeira das Pedras,web,108.212.164.26,9d57bd118893,0
T002405,C01335,C01424,718.0,2025-02-20 08:02:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco C,Aragão do Sul,Costela,web,162.31.86.119,45d1adabb81b,0
T002406,C01333,C00484,900.2,2025-02-11 00:18:00,PIX,Pessoa Jurídica,Pessoa Física,Banco C,Banco B,Monteiro da Mata,Araújo do Oeste,caixa_eletronico,178.243.99.233,53b0720be0d9,0
T002407,C00224,C00434,1060.26,2025-01-03 00:32:00,TED,Pessoa Física,Pessoa Física,Banco B,Banco Digital X,da Cunha,Carvalho,mobile,248.177.154.21,5d578353f0e7,0
T002408,C00858,C00289,59.79,2025-03-13 20:52:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco B,Banco Digital X,Vieira das Pedras,Martins,mobile,17.191.214.5,5d2c607a07f2,0
T002409,C01111,C00371,144.41,2025-02-23 06:32:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco A,Banco A,Fernandes de Silveira,Barros,mobile,53.193.125.20,c25afdad2b72,0
T002410,FRAUD120,FRAUD123,924.35,2025-01-24 21:49:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Martins da Praia,Martins da Praia,mobile,192.168.1.25,b5cadc6e3b19,1
T002411,C01280,C01390,11.43,2025-02-13 16:19:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Banco A,Caldeira das Pedras,Freitas,web,213.175.76.140,51fa9be7e328,0
T002412,C00026,C00502,123.73,2025-01-25 08:07:00,TED,Pessoa Jurídica,Pessoa Física,Banco B,Banco Digital X,Martins,Barbosa Paulista,mobile,57.65.205.66,811e5ec6399c,0
T002413,C00707,C00504,280.4,2025-02-25 23:52:00,TED,Pessoa Jurídica,Pessoa Física,Banco A,Banco B,Teixeira,Martins de da Luz,mobile,235.208.153.208,c0517a47b4b7,0
T002414,C01108,C00862,352.47,2025-02-13 17:05:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco B,Souza,Mendes de Minas,mobile,233.181.205.85,4b5f38b2eb86,0
T002415,C01490,C00109,38.36,2025-01-13 00:57:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco Digital X,das Neves,Sales de Rezende,web,139.85.219.232,1207cd4db6b6,0
T002416,C00736,C01213,552.08,2025-01-28 14:46:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco C,Wallet Y,Costela de Goiás,Gomes,web,48.126.180.69,7613b1b3c686,0
T002417,C00192,C00648,545.25,2025-02-08 12:35:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco A,Cavalcanti do Oeste,Martins Paulista,web,43.91.130.154,7a5348e2288d,0
T002418,C01105,C00049,343.52,2025-03-03 23:36:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco A,Aragão de Sales,Cardoso de Barbosa,mobile,141.190.204.142,b3a655d0ce1b,0
T002419,C00637,C00790,445.29,2025-02-14 10:00:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco A,da Paz,Fogaça,web,65.162.194.126,e9595b54230e,0
T002420,C00219,C00341,65.13,2025-03-12 05:57:00,DOC,Pessoa Física,Pessoa Jurídica,Banco C,Banco B,Alves,Oliveira de Goiás,mobile,111.163.237.247,2b18fab5d84c,0
T002421,C01270,C01066,231.16,2025-01-05 21:53:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco Digital X,Araújo de Ramos,Moreira,mobile,143.24.52.213,2311ffddd495,0
T002422,C00126,C00462,82.17,2025-03-05 20:35:00,DOC,Pessoa Jurídica,Pessoa Física,Wallet Y,Wallet Y,Peixoto,Moreira,caixa_eletronico,228.254.19.196,3955348a10b5,0
T002423,C01401,C01266,462.33,2025-02-28 01:01:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco C,Nunes da Praia,Ferreira de Viana,mobile,165.140.40.156,2fbd03ec4f72,0
T002424,C00642,C01423,53.9,2025-03-03 01:45:00,DOC,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco Digital X,das Neves de Pereira,das Neves,mobile,77.27.96.71,b7ffa2fa60ad,0
T002425,C00300,C00677,452.78,2025-02-21 11:00:00,PIX,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco C,Barbosa,Castro,caixa_eletronico,168.99.89.97,638e8232cee6,0
T002426,C00621,C00504,374.76,2025-02-17 19:35:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Banco A,Ribeiro de Campos,das Neves do Oeste,web,246.186.171.215,7a56054c60ad,0
T002427,C00566,C00500,81.41,2025-03-18 17:01:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco C,Wallet Y,Silva das Flores,das Neves,mobile,27.57.86.0,0e9f408171cd,0
T002428,C00820,C01210,330.77,2025-02-07 15:10:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Duarte das Pedras,Vieira,mobile,97.106.220.222,1664a3d06bc0,0
T002429,C01012,C00868,49.85,2025-02-13 19:23:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco B,Banco Digital X,Viana,Jesus,web,150.254.252.117,9f30fef101a4,0
T002430,C00142,C00212,307.56,2025-01-21 23:39:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco Digital X,Caldeira da Prata,da Conceição,mobile,39.21.66.152,50dfad78b3a5,0
T002431,C01246,C00526,121.95,2025-03-12 19:24:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Wallet Y,Alves,Aragão,web,106.239.203.130,9e4917c22197,0
T002432,C00202,C00656,531.36,2025-01-13 23:12:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco A,Peixoto,Farias,mobile,61.122.121.252,6db28d59ac8a,0
T002433,C01072,C01419,281.43,2025-03-25 22:33:00,BOLETO,Pessoa Física,Pessoa Física,Banco A,Wallet Y,Gonçalves do Campo,Dias,caixa_eletronico,179.211.96.206,66e84255416c,0
T002434,C01120,C00318,485.93,2025-03-29 06:00:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco A,Wallet Y,Gomes,Campos do Galho,web,242.187.21.83,c9a83c4e8147,0
T002435,C01110,C01347,167.97,2025-02-17 10:36:00,PIX,Pessoa Física,Pessoa Física,Banco A,Banco C,da Cruz do Amparo,da Rosa Grande,web,188.208.255.205,ab000e8c8c3b,0
T002436,C01039,C00136,1362.1,2025-01-02 01:16:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Banco A,Silveira de Fogaça,Pires,caixa_eletronico,166.114.183.42,a0ec5438b10a,0
T002437,C00038,C00798,380.19,2025-01-10 01:33:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco Digital X,Cavalcanti Verde,Peixoto,mobile,17.147.148.169,3b9e3fa78289,0
T002438,C00287,C00865,172.87,2025-01-17 16:50:00,DOC,Pessoa Jurídica,Pessoa Física,Banco A,Banco Digital X,Melo,Silva,caixa_eletronico,35.25.7.47,ff37f0f08d34,0
T002439,C00900,C00050,1443.19,2025-02-24 09:21:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco C,Banco B,Alves,Sales de Rocha,web,187.33.254.30,234dc97da2db,0
T002440,C00014,C00549,526.46,2025-03-13 13:07:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco A,Aragão,Oliveira do Sul,caixa_eletronico,231.11.76.88,8e06a6a6d008,0
T002441,FRAUD104,FRAUD101,606.56,2025-02-23 18:59:00,BOLETO,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Moreira de Goiás,Moreira de Goiás,mobile,192.168.1.21,03d28fa7ecbd,1
T002442,C00641,C00773,575.91,2025-02-19 00:41:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco B,Gonçalves do Oeste,Gomes do Norte,web,151.118.1.14,0dff49b67ddc,0
T002443,C01474,C01141,24.03,2025-01-03 04:39:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco C,Wallet Y,Pinto das Pedras,Pires,caixa_eletronico,99.57.195.18,249a2042192d,0
T002444,C00307,C00925,154.5,2025-02-16 15:37:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,Araújo,Porto,web,231.223.55.170,560b197bcaf0,0
T002445,C01221,C00798,531.6,2025-02-15 07:53:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco C,Wallet Y,Ramos de Alves,da Conceição do Galho,web,233.79.107.45,13c58e27aaad,0
T002446,C00354,C00342,261.13,2025-03-30 11:43:00,TED,Pessoa Física,Pessoa Física,Banco A,Banco Digital X,da Mota,Rocha,mobile,184.222.103.75,4a622a6d9e6e,0
T002447,C00705,C01217,394.73,2025-03-01 15:45:00,PIX,Pessoa Jurídica,Pessoa Física,Banco C,Wallet Y,Barbosa do Campo,Moura do Galho,web,169.74.225.22,64a327ed42d5,0
